Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_CDESC_DEBUFF_POISON,,Creatures with {CONDNAME_DEBUFF_POISON} take damage based on the inflictor's {STAT_attack} each turn.,{CONDNAME_DEBUFF_POISON}状態の生物は、毎ターン、付与者の{STAT_attack}に基づくダメージを受ける。,Kreaturen mit {CONDNAME_DEBUFF_POISON} erleiden jeden Zug Schaden basierend auf dem {STAT_attack} des Verursachers.,Les créatures avec {CONDNAME_DEBUFF_POISON} subissent des dégâts basés sur l'{STAT_attack} de l'infligeur à chaque tour.,Las criaturas con {CONDNAME_DEBUFF_POISON} reciben daño basado en el {STAT_attack} del infligidor cada turno.,Criaturas com {CONDNAME_DEBUFF_POISON} recebem dano baseado no {STAT_attack} do infligidor a cada turno.,"Существа с {CONDNAME_DEBUFF_POISON} получают урон, основанный на {STAT_attack} наложившего эффект, каждый ход.",Le creature con {CONDNAME_DEBUFF_POISON} subiscono danni basati sul {STAT_attack} dell'infliggitore ad ogni turno.,帶有{CONDNAME_DEBUFF_POISON}的生物每回合會根據施加者的{STAT_attack}受到傷害。,带有{CONDNAME_DEBUFF_POISON}的生物每回合受到基于施加者{STAT_attack}的伤害。,{CONDNAME_DEBUFF_POISON} 상태인 생물은 매 턴마다 공격자의 {STAT_attack}에 비례한 피해를 입습니다.,Stworzenia z {CONDNAME_DEBUFF_POISON} otrzymują obrażenia oparte na {STAT_attack} zadającego efekt w każdej turze.,"Істоти з {CONDNAME_DEBUFF_POISON} отримують шкоду, що базується на {STAT_attack} того, хто наклав ефект, кожного ходу.",Wezens met {CONDNAME_DEBUFF_POISON} krijgen elke beurt schade gebaseerd op de {STAT_attack} van de veroorzaker.,"{CONDNAME_DEBUFF_POISON} olan yaratıklar, her turda saldırganın {STAT_attack} değerine bağlı olarak hasar alır."
L_CDESC_BUFF_MEND,,Creatures with {CONDNAME_BUFF_MEND} recover 30% {STAT_health} at the start of their turn.,{CONDNAME_BUFF_MEND}を持つ生物は、ターン開始時に{STAT_health}を30%回復する。,Kreaturen mit {CONDNAME_BUFF_MEND} regenerieren 30% {STAT_health} zu Beginn ihres Zuges.,Les créatures avec {CONDNAME_BUFF_MEND} récupèrent 30% de {STAT_health} au début de leur tour.,Las criaturas con {CONDNAME_BUFF_MEND} recuperan un 30% de {STAT_health} al comienzo de su turno.,Criaturas com {CONDNAME_BUFF_MEND} recuperam 30% de {STAT_health} no início do seu turno.,Существа с {CONDNAME_BUFF_MEND} восстанавливают 30% {STAT_health} в начале своего хода.,Le creature con {CONDNAME_BUFF_MEND} recuperano il 30% di {STAT_health} all'inizio del loro turno.,具有{CONDNAME_BUFF_MEND}的生物在其回合開始時恢復30%{STAT_health}。,拥有{CONDNAME_BUFF_MEND}的生物在其回合开始时恢复30%{STAT_health}。,{CONDNAME_BUFF_MEND} 상태인 생물은 자신의 턴 시작 시 {STAT_health}를 30% 회복합니다.,Stworzenia z {CONDNAME_BUFF_MEND} odzyskują 30% {STAT_health} na początku swojej tury.,Істоти з {CONDNAME_BUFF_MEND} відновлюють 30% {STAT_health} на початку свого ходу.,Wezens met {CONDNAME_BUFF_MEND} herstellen 30% {STAT_health} aan het begin van hun beurt.,"{CONDNAME_BUFF_MEND} olan yaratıklar, sıralarının başında %30 {STAT_health} yeniler."
L_CDESC_DEBUFF_SCORN,,Creatures with {CONDNAME_DEBUFF_SCORN} cannot attack. Overwrites {CONDNAME_DEBUFF_SILENCE}.,{CONDNAME_DEBUFF_SCORN}を持つ生物は攻撃できない。{CONDNAME_DEBUFF_SILENCE}を上書きする。,Kreaturen mit {CONDNAME_DEBUFF_SCORN} können nicht angreifen. Überschreibt {CONDNAME_DEBUFF_SILENCE}.,Les créatures avec {CONDNAME_DEBUFF_SCORN} ne peuvent pas attaquer. Remplace {CONDNAME_DEBUFF_SILENCE}.,Las criaturas con {CONDNAME_DEBUFF_SCORN} no pueden atacar. Sobrescribe {CONDNAME_DEBUFF_SILENCE}.,Criaturas com {CONDNAME_DEBUFF_SCORN} não podem atacar. Sobrescreve {CONDNAME_DEBUFF_SILENCE}.,Существа с {CONDNAME_DEBUFF_SCORN} не могут атаковать. Перезаписывает {CONDNAME_DEBUFF_SILENCE}.,Le creature con {CONDNAME_DEBUFF_SCORN} non possono attaccare. Sovrascrive {CONDNAME_DEBUFF_SILENCE}.,帶有{CONDNAME_DEBUFF_SCORN}的生物無法攻擊。覆蓋{CONDNAME_DEBUFF_SILENCE}。,带有{CONDNAME_DEBUFF_SCORN}的生物无法攻击。覆盖{CONDNAME_DEBUFF_SILENCE}。,{CONDNAME_DEBUFF_SCORN} 상태인 생물은 공격할 수 없습니다. {CONDNAME_DEBUFF_SILENCE} 효과를 덮어씁니다.,Stworzenia z {CONDNAME_DEBUFF_SCORN} nie mogą atakować. Zastępuje {CONDNAME_DEBUFF_SILENCE}.,Істоти з {CONDNAME_DEBUFF_SCORN} не можуть атакувати. Перезаписує {CONDNAME_DEBUFF_SILENCE}.,Wezens met {CONDNAME_DEBUFF_SCORN} kunnen niet aanvallen. Overschrijft {CONDNAME_DEBUFF_SILENCE}.,{CONDNAME_DEBUFF_SCORN} olan yaratıklar saldıramaz. {CONDNAME_DEBUFF_SILENCE} etkisinin üzerine yazar.
L_CDESC_DEBUFF_SILENCE,,Creatures with {CONDNAME_DEBUFF_SILENCE} cannot cast spells. Overwrites {CONDNAME_DEBUFF_SCORN}.,{CONDNAME_DEBUFF_SILENCE}状態の生物は呪文を唱えることができません。{CONDNAME_DEBUFF_SCORN}を上書きします。,Kreaturen mit {CONDNAME_DEBUFF_SILENCE} können keine Zauber wirken. Überschreibt {CONDNAME_DEBUFF_SCORN}.,Les créatures avec {CONDNAME_DEBUFF_SILENCE} ne peuvent pas lancer de sorts. Remplace {CONDNAME_DEBUFF_SCORN}.,Las criaturas con {CONDNAME_DEBUFF_SILENCE} no pueden lanzar hechizos. Sobrescribe {CONDNAME_DEBUFF_SCORN}.,Criaturas com {CONDNAME_DEBUFF_SILENCE} não podem lançar magias. Sobrescreve {CONDNAME_DEBUFF_SCORN}.,Существа с {CONDNAME_DEBUFF_SILENCE} не могут использовать заклинания. Перезаписывает {CONDNAME_DEBUFF_SCORN}.,Le creature con {CONDNAME_DEBUFF_SILENCE} non possono lanciare incantesimi. Sovrascrive {CONDNAME_DEBUFF_SCORN}.,具有{CONDNAME_DEBUFF_SILENCE}的生物無法施放法術。覆蓋{CONDNAME_DEBUFF_SCORN}。,带有{CONDNAME_DEBUFF_SILENCE}的生物无法施放法术。覆盖{CONDNAME_DEBUFF_SCORN}。,{CONDNAME_DEBUFF_SILENCE} 상태의 생물은 주문을 시전할 수 없습니다. {CONDNAME_DEBUFF_SCORN}을(를) 덮어씁니다.,Stworzenia z {CONDNAME_DEBUFF_SILENCE} nie mogą rzucać zaklęć. Zastępuje {CONDNAME_DEBUFF_SCORN}.,Істоти з {CONDNAME_DEBUFF_SILENCE} не можуть використовувати заклинання. Перезаписує {CONDNAME_DEBUFF_SCORN}.,Wezens met {CONDNAME_DEBUFF_SILENCE} kunnen geen spreuken uitspreken. Overschrijft {CONDNAME_DEBUFF_SCORN}.,{CONDNAME_DEBUFF_SILENCE} olan yaratıklar büyü yapamaz. {CONDNAME_DEBUFF_SCORN} etkisinin üzerine yazar.
L_CDESC_DEBUFF_SLEEP,,Creatures with {CONDNAME_DEBUFF_SLEEP} cannot act until they either take damage or this debuff wears off.,{CONDNAME_DEBUFF_SLEEP}状態の生物は、ダメージを受けるか、このデバフが切れるまで行動できない。,"Kreaturen mit {CONDNAME_DEBUFF_SLEEP} können nicht handeln, bis sie entweder Schaden erleiden oder dieser Debuff abklingt.",Les créatures avec {CONDNAME_DEBUFF_SLEEP} ne peuvent pas agir jusqu'à ce qu'elles subissent des dégâts ou que cet affaiblissement se dissipe.,Las criaturas con {CONDNAME_DEBUFF_SLEEP} no pueden actuar hasta que reciban daño o este debuff desaparezca.,Criaturas com {CONDNAME_DEBUFF_SLEEP} não podem agir até que sofram dano ou até que este debuff termine.,"Существа с {CONDNAME_DEBUFF_SLEEP} не могут действовать, пока либо не получат урон, либо этот дебафф не пройдёт.",Le creature con {CONDNAME_DEBUFF_SLEEP} non possono agire finché non subiscono danni o finché questo debuff non svanisce.,具有{CONDNAME_DEBUFF_SLEEP}的生物無法行動，直到牠們受到傷害或此減益效果消失為止。,带有{CONDNAME_DEBUFF_SLEEP}的生物无法行动，直到它们受到伤害或此减益效果消失。,{CONDNAME_DEBUFF_SLEEP} 상태인 생물은 피해를 입거나 이 디버프가 사라질 때까지 행동할 수 없습니다.,"Stworzenia z {CONDNAME_DEBUFF_SLEEP} nie mogą działać, dopóki nie otrzymają obrażeń lub efekt ten nie minie.","Істоти з {CONDNAME_DEBUFF_SLEEP} не можуть діяти, доки не отримають пошкодження або поки цей дебаф не закінчиться.",Wezens met {CONDNAME_DEBUFF_SLEEP} kunnen niet handelen totdat ze schade oplopen of deze debuff verdwijnt.,"{CONDNAME_DEBUFF_SLEEP} etkisi altındaki yaratıklar, hasar alana veya bu olumsuz etki sona erene kadar hareket edemezler."
L_CDESC_DEBUFF_STONE,,Creatures with {CONDNAME_DEBUFF_STONE} cannot dodge or deal critical damage.,{CONDNAME_DEBUFF_STONE}状態の生物は回避やクリティカルダメージを与えることができない。,Kreaturen mit {CONDNAME_DEBUFF_STONE} können weder ausweichen noch kritischen Schaden verursachen.,Les créatures avec {CONDNAME_DEBUFF_STONE} ne peuvent pas esquiver ou infliger des dégâts critiques.,Las criaturas con {CONDNAME_DEBUFF_STONE} no pueden esquivar ni infligir daño crítico.,Criaturas com {CONDNAME_DEBUFF_STONE} não podem esquivar ou causar dano crítico.,Существа с {CONDNAME_DEBUFF_STONE} не могут уклоняться или наносить критический урон.,Le creature con {CONDNAME_DEBUFF_STONE} non possono schivare o infliggere danni critici.,帶有{CONDNAME_DEBUFF_STONE}的生物無法閃避或造成暴擊傷害。,带有{CONDNAME_DEBUFF_STONE}的生物无法闪避或造成暴击伤害。,{CONDNAME_DEBUFF_STONE} 상태인 생물은 회피하거나 치명타 피해를 줄 수 없습니다.,Stworzenia z {CONDNAME_DEBUFF_STONE} nie mogą unikać ani zadawać obrażeń krytycznych.,Істоти з {CONDNAME_DEBUFF_STONE} не можуть ухилятися або завдавати критичної шкоди.,Wezens met {CONDNAME_DEBUFF_STONE} kunnen niet ontwijken of kritieke schade toebrengen.,{CONDNAME_DEBUFF_STONE} olan yaratıklar sıyrılamaz veya kritik hasar veremez.
L_CDESC_BUFF_LEECH,,Creatures with {CONDNAME_BUFF_LEECH} recover {STAT_health} equal to 25% of the damage they deal.,{CONDNAME_BUFF_LEECH}を持つ生物は、与えたダメージの25%に等しい{STAT_health}を回復する。,Kreaturen mit {CONDNAME_BUFF_LEECH} regenerieren {STAT_health} in Höhe von 25% des von ihnen verursachten Schadens.,Les créatures avec {CONDNAME_BUFF_LEECH} récupèrent {STAT_health} égal à 25% des dégâts qu'elles infligent.,Las criaturas con {CONDNAME_BUFF_LEECH} recuperan {STAT_health} igual al 25% del daño que infligen.,Criaturas com {CONDNAME_BUFF_LEECH} recuperam {STAT_health} igual a 25% do dano que causam.,Существа с {CONDNAME_BUFF_LEECH} восстанавливают {STAT_health} в размере 25% от нанесённого ими урона.,Le creature con {CONDNAME_BUFF_LEECH} recuperano {STAT_health} pari al 25% del danno che infliggono.,具有{CONDNAME_BUFF_LEECH}的生物可恢復等同於其造成傷害25%的{STAT_health}。,拥有{CONDNAME_BUFF_LEECH}的生物恢复等同于其造成伤害25%的{STAT_health}。,{CONDNAME_BUFF_LEECH} 상태인 생물은 자신이 가한 피해의 25%만큼 {STAT_health}를 회복합니다.,Stworzenia z {CONDNAME_BUFF_LEECH} odzyskują {STAT_health} równe 25% zadanych obrażeń.,Істоти з {CONDNAME_BUFF_LEECH} відновлюють {STAT_health} у розмірі 25% від завданих ушкоджень.,Wezens met {CONDNAME_BUFF_LEECH} herstellen {STAT_health} gelijk aan 25% van de schade die ze toebrengen.,"{CONDNAME_BUFF_LEECH} olan yaratıklar, verdikleri hasarın %25'i kadar {STAT_health} kazanırlar."
L_CDESC_BUFF_AGILE,,"Creatures with {CONDNAME_BUFF_AGILE} have an additional, independent chance to dodge attacks.",{CONDNAME_BUFF_AGILE}を持つ生物は、攻撃を回避する追加の独立した確率を持っています。,"Kreaturen mit {CONDNAME_BUFF_AGILE} haben eine zusätzliche, unabhängige Chance, Angriffen auszuweichen.",Les créatures avec {CONDNAME_BUFF_AGILE} ont une chance supplémentaire et indépendante d'esquiver les attaques.,Las criaturas con {CONDNAME_BUFF_AGILE} tienen una probabilidad adicional e independiente de esquivar ataques.,Criaturas com {CONDNAME_BUFF_AGILE} têm uma chance adicional e independente de esquivar-se de ataques.,"Существа с {CONDNAME_BUFF_AGILE} имеют дополнительный, независимый шанс уклониться от атак.",Le creature con {CONDNAME_BUFF_AGILE} hanno una possibilità aggiuntiva e indipendente di schivare gli attacchi.,具有{CONDNAME_BUFF_AGILE}的生物有額外的、獨立的機會閃避攻擊。,拥有{CONDNAME_BUFF_AGILE}的生物有额外的、独立的几率闪避攻击。,{CONDNAME_BUFF_AGILE} 상태인 생물은 공격을 회피할 수 있는 추가적이고 독립적인 기회를 갖습니다.,"Stworzenia z {CONDNAME_BUFF_AGILE} mają dodatkową, niezależną szansę na uniknięcie ataków.","Істоти з {CONDNAME_BUFF_AGILE} мають додатковий, незалежний шанс ухилитися від атак.","Wezens met {CONDNAME_BUFF_AGILE} hebben een extra, onafhankelijke kans om aanvallen te ontwijken.","{CONDNAME_BUFF_AGILE} sahibi yaratıklar, saldırılardan kaçınmak için ek, bağımsız bir şansa sahiptir."
L_CDESC_DEBUFF_WEAK,,{CONDNAME_DEBUFF_WEAK} creatures deal 50% less damage.,{CONDNAME_DEBUFF_WEAK}の生物は50%少ないダメージを与える。,{CONDNAME_DEBUFF_WEAK} Kreaturen verursachen 50% weniger Schaden.,Les créatures {CONDNAME_DEBUFF_WEAK} infligent 50% de dégâts en moins.,Las criaturas {CONDNAME_DEBUFF_WEAK} infligen un 50% menos de daño.,Criaturas {CONDNAME_DEBUFF_WEAK} causam 50% menos dano.,{CONDNAME_DEBUFF_WEAK} существа наносят на 50% меньше урона.,Le creature {CONDNAME_DEBUFF_WEAK} infliggono il 50% in meno di danni.,{CONDNAME_DEBUFF_WEAK}生物造成的傷害減少50%。,{CONDNAME_DEBUFF_WEAK}生物造成的伤害减少50%。,{CONDNAME_DEBUFF_WEAK} 생물은 50% 적은 피해를 입힙니다.,Stworzenia {CONDNAME_DEBUFF_WEAK} zadają o 50% mniej obrażeń.,{CONDNAME_DEBUFF_WEAK} істоти завдають на 50% менше шкоди.,{CONDNAME_DEBUFF_WEAK} wezens veroorzaken 50% minder schade.,{CONDNAME_DEBUFF_WEAK} yaratıklar %50 daha az hasar verir.
L_CDESC_DEBUFF_BLEED,,Creatures with {CONDNAME_DEBUFF_BLEED} take damage equal to 30% of their Current {STAT_health} at the start of each turn.,{CONDNAME_DEBUFF_BLEED}状態の生物は、各ターンの開始時に現在の{STAT_health}の30%に等しいダメージを受ける。,Kreaturen mit {CONDNAME_DEBUFF_BLEED} erleiden zu Beginn jedes Zuges Schaden in Höhe von 30% ihres aktuellen {STAT_health}.,Les créatures avec {CONDNAME_DEBUFF_BLEED} subissent des dégâts égaux à 30% de leur {STAT_health} actuelle au début de chaque tour.,Las criaturas con {CONDNAME_DEBUFF_BLEED} reciben daño igual al 30% de su {STAT_health} actual al comienzo de cada turno.,Criaturas com {CONDNAME_DEBUFF_BLEED} sofrem dano igual a 30% do seu {STAT_health} atual no início de cada turno.,"Существа с {CONDNAME_DEBUFF_BLEED} получают урон, равный 30% от их текущего {STAT_health}, в начале каждого хода.",Le creature con {CONDNAME_DEBUFF_BLEED} subiscono danni pari al 30% della loro {STAT_health} attuale all'inizio di ogni turno.,帶有{CONDNAME_DEBUFF_BLEED}的生物在每回合開始時受到等同於其當前{STAT_health}的30%的傷害。,带有{CONDNAME_DEBUFF_BLEED}的生物在每回合开始时受到等同于其当前{STAT_health}30%的伤害。,{CONDNAME_DEBUFF_BLEED} 상태인 생물은 각 턴 시작 시 현재 {STAT_health}의 30%에 해당하는 피해를 입습니다.,Stworzenia z {CONDNAME_DEBUFF_BLEED} otrzymują obrażenia równe 30% ich aktualnego {STAT_health} na początku każdej tury.,"Істоти з {CONDNAME_DEBUFF_BLEED} отримують пошкодження, що дорівнює 30% від їхнього поточного {STAT_health} на початку кожного ходу.",Wezens met {CONDNAME_DEBUFF_BLEED} krijgen schade gelijk aan 30% van hun Huidige {STAT_health} aan het begin van elke beurt.,"{CONDNAME_DEBUFF_BLEED} olan yaratıklar, her turun başında Mevcut {STAT_health} değerlerinin %30'u kadar hasar alırlar."
L_CDESC_DEBUFF_BLIGHT,,Creatures with {CONDNAME_DEBUFF_BLIGHT} cannot be healed and take damage from healing effects equal to 50% of the effect.,{CONDNAME_DEBUFF_BLIGHT}を持つ生物は回復できず、回復効果から効果の50%に等しいダメージを受ける。,Kreaturen mit {CONDNAME_DEBUFF_BLIGHT} können nicht geheilt werden und erleiden Schaden durch Heilungseffekte in Höhe von 50% des Effekts.,Les créatures avec {CONDNAME_DEBUFF_BLIGHT} ne peuvent pas être soignées et subissent des dégâts des effets de soin égaux à 50% de l'effet.,Las criaturas con {CONDNAME_DEBUFF_BLIGHT} no pueden ser curadas y reciben daño de los efectos de curación igual al 50% del efecto.,Criaturas com {CONDNAME_DEBUFF_BLIGHT} não podem ser curadas e recebem dano de efeitos de cura igual a 50% do efeito.,"Существа с {CONDNAME_DEBUFF_BLIGHT} не могут быть исцелены и получают урон от лечебных эффектов, равный 50% от эффекта.",Le creature con {CONDNAME_DEBUFF_BLIGHT} non possono essere curate e subiscono danni dagli effetti di guarigione pari al 50% dell'effetto.,帶有{CONDNAME_DEBUFF_BLIGHT}的生物無法被治療，並且會從治療效果中受到等同於該效果50%的傷害。,带有{CONDNAME_DEBUFF_BLIGHT}的生物无法被治疗，并且会从治疗效果中受到等同于该效果50%的伤害。,"{CONDNAME_DEBUFF_BLIGHT} 상태인 생물은 치유될 수 없으며, 치유 효과로부터 효과의 50%에 해당하는 피해를 입습니다.",Stworzenia z {CONDNAME_DEBUFF_BLIGHT} nie mogą być leczone i otrzymują obrażenia od efektów leczenia równe 50% efektu.,"Істоти з {CONDNAME_DEBUFF_BLIGHT} не можуть бути зцілені та отримують пошкодження від ефектів зцілення, що дорівнює 50% від ефекту.",Wezens met {CONDNAME_DEBUFF_BLIGHT} kunnen niet genezen worden en krijgen schade van genezingseffecten gelijk aan 50% van het effect.,"{CONDNAME_DEBUFF_BLIGHT} olan yaratıklar iyileştirilemez ve iyileştirme etkilerinden, etkinin %50'si kadar hasar alır."
