Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_CRIT_DARKBRIMSMITH,,Dark Brim Smith,ダークブリム・スミス,Düsterer Rand-Schmied,Forgeron du Bord Sombre,Herrero del Borde Oscuro,Ferreiro do Brim Sombrio,Кузнец Тёмных Полей,Fabbro del Bordo Oscuro,暗緣鐵匠,黑檐铁匠,다크 브림 스미스,Kowal Mrocznego Ronda,Темнокрайовий Коваль,Duistere Rand Smid,Karanlık Kenarlı Demirci
L_CRIT_BLACKCRYSTALSMITH,,Black Crystal Smith,黒水晶の鍛冶師,Schwarzkristallschmied,Forgeron de Cristal Noir,Herrero de Cristal Negro,Ferreiro do Cristal Negro,Кузнец Чёрного Кристалла,Fabbro del Cristallo Nero,黑水晶鐵匠,黑晶铁匠,흑수정 대장장이,Kowal Czarnego Kryształu,Коваль Чорного Кристалу,Zwarte Kristalsmid,Kara Kristal Demirci
L_CRIT_DEPRAVITYSMITH,,Depravity Smith,堕落の鍛冶師,Verderbtheit-Schmied,Forgeron de la Dépravation,Herrero de la Depravación,Ferreiro da Depravação,Кузнец Разврата,Fabbro della Depravazione,墮落鐵匠,堕落铁匠,타락의 대장장이,Kowal Deprawacji,Коваль Розпусти,Verdorvenheid Smith,Ahlaksızlık Demircisi
L_CRIT_TERRORHOUND,,Terror Hound,テラーハウンド,Schreckensjäger,Molosse de Terreur,Sabueso del Terror,Cão do Terror,Пес Ужаса,Segugio del Terrore,恐懼獵犬,恐怖猎犬,공포 사냥개,Ogar Grozy,Пес Жаху,Terreurhond,Dehşet Tazısı
L_CRIT_DREADHOUND,,Dread Hound,ドレッドハウンド,Schreckenshund,Molosse Sinistre,Sabueso Aterrador,Cão Terrível,Жуткий Пёс,Segugio del Terrore,恐懼獵犬,恐惧猎犬,공포의 사냥개,Upiorny Ogar,Жахливий Пес,Angstaanjagende Hond,Korkunç Tazı
L_CRIT_PANICHOUND,,Panic Hound,パニックハウンド,Panik-Hund,Molosse de Panique,Sabueso del Pánico,Cão do Pânico,Паническая Гончая,Segugio del Panico,恐慌獵犬,恐慌猎犬,공포의 사냥개,Ogar Paniki,Панічний Гончак,Paniekjager,Panik Tazısı
L_CRIT_BLOODHOUND,,Blood Hound,ブラッドハウンド,Bluthund,Limier Sanglant,Sabueso de Sangre,Cão de Sangue,Кровавый Пёс,Segugio di Sangue,血獵犬,血猎犬,블러드 하운드,Krwawy Ogar,Кривавий Гончак,Bloedhond,Kan Tazısı
L_CRIT_HORRORHOUND,,Horror Hound,ホラーハウンド,Grusel-Hund,Molosse d'Horreur,Sabueso del Horror,Cão do Horror,Гончая Ужаса,Segugio dell'Orrore,恐怖獵犬,恐怖猎犬,공포의 사냥개,Ogar Grozy,Жахливий Пес,Gruwelhond,Korku Tazısı
L_CRIT_HELLHOUND,,Hell Hound,ヘルハウンド,Höllenhund,Chien des Enfers,Sabueso Infernal,Cão Infernal,Адская Гончая,Segugio Infernale,地獄獵犬,地狱猎犬,지옥의 사냥개,Ogar Piekielny,Пекельний Пес,Hellehond,Cehennem Tazısı
L_CRIT_BONEHOUND,,Bone Hound,骨犬,Knochenhund,Molosse d'Os,Sabueso Óseo,Cão de Ossos,Костяной Пёс,Segugio d'Ossa,骨獵犬,骨猎犬,뼈 사냥개,Ogar Kościany,Кістяний Гончак,Beenderenjager,Kemik Tazısı
L_CRIT_TIMELESSMASTER,,Timeless Master,永遠の達人,Zeitloser Meister,Maître Intemporel,Maestro Atemporal,Mestre Atemporal,Вечный Мастер,Maestro Senza Tempo,永恆大師,永恒大师,시간을 초월한 대가,Ponadczasowy Mistrz,Позачасовий Майстер,Tijdloze Meester,Zamansız Usta
L_CRIT_CEASELESSMAKER,,Ceaseless Maker,無窮の創造主,Unermüdlicher Schöpfer,Créateur Éternel,Creador Incesante,Criador Incessante,Неустанный Творец,Creatore Incessante,無盡創造者,无尽创造者,끝없는 창조자,Nieustający Twórca,Невпинний Творець,Eindeloze Schepper,Durmaksızın Yaratan
L_CRIT_INFINITELORD,,Infinite Lord,無限の王,Unendlicher Herrscher,Seigneur Infini,Señor Infinito,Senhor Infinito,Бесконечный Владыка,Signore Infinito,無盡之主,无尽之主,무한의 군주,Nieskończony Pan,Нескінченний Володар,Oneindige Heer,Sonsuz Lord
L_CRIT_CELESTIALIDOL,,Celestial Idol,セレスティアル・アイドル,Himmlisches Idol,Idole Céleste,Ídolo Celestial,Ídolo Celestial,Небесный Идол,Idolo Celestiale,天界偶像,天界偶像,천상의 아이돌,Niebiańska Idolka,Небесний Ідол,Hemelse Idool,Göksel İdol
L_CRIT_OMNIPOTENTDEITY,,Omnipotent Deity,全能神,Allmächtiger Gott,Divinité Omnipotente,Deidad Omnipotente,Divindade Onipotente,Всемогущее Божество,Divinità Onnipotente,全能神祇,全能神祇,전능한 신,Wszechmocne Bóstwo,Всемогутнє Божество,Almachtige Godheid,Her Şeye Kadir Tanrı
L_CRIT_IMMORTALKING,,Immortal King,不死王,Unsterblicher König,Roi Immortel,Rey Inmortal,Rei Imortal,Бессмертный Король,Re Immortale,不朽之王,不朽之王,불멸의 왕,Nieśmiertelny Król,Безсмертний Король,Onsterfelijke Koning,Ölümsüz Kral
L_CRIT_SERVANTHUNTER,,Servant Hunter,使い魔ハンター,Dienerjaeger,Chasseur de Serviteurs,Cazador de Sirvientes,Caçador de Servos,Охотник на Слуг,Cacciatore di Servitori,僕役獵人,仆从猎人,하인 사냥꾼,Łowca Sług,Мисливець на Слуг,Dienaarjager,Hizmetkar Avcısı
L_CRIT_LIGHTHUNTER,,Light Hunter,ライトハンター,Lichtjäger,Chasseur de Lumière,Cazador de Luz,Caçador de Luz,Охотник Света,Cacciatore di Luce,光明獵人,光明猎手,빛의 사냥꾼,Łowca Światła,Мисливець Світла,Lichtjager,Işık Avcısı
L_CRIT_MOONHUNTER,,Moon Hunter,ムーンハンター,Mondjäger,Chasseur de Lune,Cazador de Lunas,Caçador Lunar,Охотник на Луну,Cacciatore di Luna,月獵者,月之猎人,문 헌터,Łowca Księżyca,Мисливець на Місяць,Maanjager,Ay Avcısı
L_CRIT_FAITHHUNTER,,Faith Hunter,フェイス・ハンター,Faith Hunter,Faith Hunter,Faith Hunter,Faith Hunter,Фейт Хантер,Faith Hunter,信仰獵人,信仰猎人,페이스 헌터,Faith Hunter,Фейт Гантер,Faith Hunter,İnanç Avcısı
L_CRIT_HUNTERDIRECTOR,,Hunter Director,ハンターディレクター,Jägerdirektor,Directeur des Chasseurs,Director de Cazadores,Diretor de Caçadores,Директор Охотников,Direttore dei Cacciatori,獵人總監,猎人总监,사냥꾼 감독,Dyrektor Łowców,Директор Мисливців,Jachtdirecteur,Avcı Direktörü
L_CRIT_HERETICHUNTER,,Heretic Hunter,異端狩人,Ketzerjaeger,Chasseur d'Hérétiques,Cazador de Herejes,Caçador de Hereges,Охотник на Еретиков,Cacciatore di Eretici,異端獵人,异端猎人,이단 사냥꾼,Łowca Heretyków,Мисливець на Єретиків,Ketterjager,Sapkın Avcısı
L_CRIT_DIABOLICWATCHMAN,,Diabolic Watchman,悪魔の見張り番,Diabolischer Wächter,Gardien Diabolique,Vigilante Diabólico,Sentinela Diabólico,Дьявольский Страж,Guardiano Diabolico,惡魔守望者,恶魔守卫,악마의 감시자,Diaboliczny Strażnik,Диявольський Вартовий,Duivelse Wachter,Şeytani Bekçi
L_CRIT_DIABOLICSPECTATOR,,Diabolic Spectator,悪魔的な観客,Diabolischer Zuschauer,Spectateur Diabolique,Espectador Diabólico,Espectador Diabólico,Дьявольский Зритель,Spettatore Diabolico,惡魔觀眾,恶魔观众,악마적 관람자,Diaboliczny Obserwator,Диявольський Спостерігач,Duivelse Toeschouwer,Şeytani Seyirci
L_CRIT_DIABOLICINTRUDER,,Diabolic Intruder,悪魔的侵入者,Diabolischer Eindringling,Intrus Diabolique,Intruso Diabólico,Intruso Diabólico,Дьявольский Захватчик,Intruso Diabolico,惡魔入侵者,恶魔入侵者,악마적 침입자,Diaboliczny Intruz,Диявольський Порушник,Duivelse Indringer,Şeytani İstilacı
L_CRIT_DIABOLICHENCHMAN,,Diabolic Henchman,悪魔の手下,Teuflischer Handlanger,Sbire Diabolique,Secuaz Diabólico,Lacaio Diabólico,Дьявольский Приспешник,Scagnozzo Diabolico,惡魔爪牙,恶魔爪牙,악마의 수하,Diaboliczny Poplecznik,Диявольський Поплічник,Duivelse Handlanger,Şeytani Yardakçı
L_CRIT_DIABOLICCOMMANDER,,Diabolic Commander,魔王の司令官,Diabolischer Kommandant,Commandant Diabolique,Comandante Diabólico,Comandante Diabólico,Дьявольский Командир,Comandante Diabolico,惡魔指揮官,恶魔指挥官,악마적 지휘관,Diaboliczny Dowódca,Диявольський Командир,Duivelse Commandant,Şeytani Komutan
L_CRIT_DIABOLICOBSERVER,,Diabolic Observer,魔眼の観察者,Diabolischer Beobachter,Observateur Diabolique,Observador Diabólico,Observador Diabólico,Дьявольский Наблюдатель,Osservatore Diabolico,魔性觀察者,恶魔观察者,악마적 관찰자,Diaboliczny Obserwator,Диявольський Спостерігач,Duivelse Waarnemer,Şeytani Gözlemci
L_CRIT_DIABOLICMENACE,,Diabolic Menace,悪魔的脅威,Diabolische Bedrohung,Menace Diabolique,Amenaza Diabólica,Ameaça Diabólica,Дьявольская Угроза,Minaccia Diabolica,惡魔威脅,恶魔威胁,악마적 위협,Diaboliczne Zagrożenie,Диявольська Загроза,Duivelse Dreiging,Şeytani Tehdit
L_CRIT_DIABOLICNEMESIS,,Diabolic Nemesis,悪魔的な宿敵,Diabolischer Nemesis,Némésis Diabolique,Némesis Diabólica,Nêmesis Diabólica,Дьявольский Немезис,Nemesi Diabolica,惡魔宿敵,恶魔宿敌,악마적 천적,Diaboliczny Nemezis,Диявольський Немезис,Duivelse Nemesis,Şeytani Düşman
L_CRIT_DIABOLICINSURGENT,,Diabolic Insurgent,魔性の反逆者,Diabolischer Aufständischer,Insurgé Diabolique,Insurgente Diabólico,Insurgente Diabólico,Дьявольский Мятежник,Insorto Diabolico,惡魔叛亂者,恶魔叛乱者,악마적 반란자,Diaboliczny Buntownik,Диявольський Бунтівник,Duivelse Opstandeling,Şeytani İsyancı
L_CRIT_DIABOLICREBEL,,Diabolic Rebel,魔性の反逆者,Diabolischer Rebell,Rebelle Diabolique,Rebelde Diabólico,Rebelde Diabólico,Дьявольский Мятежник,Ribelle Diabolico,惡魔叛徒,恶魔叛徒,악마적 반역자,Diaboliczny Buntownik,Диявольський Бунтар,Duivelse Rebel,Şeytani İsyancı
L_CRIT_SKELETONSNIPER,,Skeleton Sniper,スケルトン・スナイパー,Skelett-Scharfschütze,Sniper Squelette,Francotirador Esqueleto,Atirador Esqueleto,Снайпер-скелет,Cecchino Scheletro,骷髏狙擊手,骷髅狙击手,해골 저격수,Snajper Szkielet,Снайпер-скелет,Skeletschutter,İskelet Keskin Nişancı
L_CRIT_SKELETONTRIGGERMAN,,Skeleton Triggerman,スケルトン・トリガーマン,Skelett-Schütze,Tireur squelette,Gatillero Esqueleto,Atirador Esqueleto,Скелет-стрелок,Fuciliere Scheletro,骷髏槍手,骷髅枪手,해골 사격수,Szkieletowy Strzelec,Скелет-стрілець,Skelet Schutter,İskelet Tetikçi
L_CRIT_SKELETONCANNONEER,,Skeleton Cannoneer,スケルトン砲手,Skelett-Kanonier,Canonnier Squelette,Cañonero Esqueleto,Canhoneiro Esqueleto,Скелет-канонир,Cannoniere Scheletro,骷髏砲手,骷髅炮手,해골 포병,Kanonier Szkielet,Скелет-канонір,Skeletkanonnier,İskelet Topçu
L_CRIT_SKELETONMARKSMAN,,Skeleton Marksman,スケルトン・マークスマン,Skelettschütze,Archer squelette,Arquero Esqueleto,Arqueiro Esqueleto,Скелет-стрелок,Arciere Scheletro,骷髏神射手,骷髅射手,해골 명사수,Szkieletowy Strzelec,Скелет-стрілець,Skeletboogschutter,İskelet Nişancı
L_CRIT_SKELETONMORTARMAN,,Skeleton Mortarman,スケルトン砲兵,Skelett-Mörserwerfer,Mortier Squelette,Mortero Esquelético,Morteiro Esqueleto,Скелет-миномётчик,Mortaista Scheletro,骷髏迫擊砲手,骷髅迫击炮手,해골 박격포병,Kościotrup Moździerzowy,Скелет-мінометник,Skeletmortierwerper,İskelet Havantopu Neferi
L_CRIT_SKELETONGUNSLINGER,,Skeleton Gunslinger,スケルトンガンスリンガー,Skelett-Revolverheld,Pistolero Squelette,Pistolero Esqueleto,Pistoleiro Esqueleto,Скелет-стрелок,Pistolero Scheletro,骷髏槍手,骷髅枪手,해골 총잡이,Szkieletowy Rewolwerowiec,Скелет-стрілець,Skelet Scherpschutter,İskelet Silahşörü
L_CRIT_FIREPRIEST,,Fire Priest,炎の司祭,Feuerpriester,Prêtre de Feu,Sacerdote de Fuego,Sacerdote do Fogo,Огненный Жрец,Sacerdote del Fuoco,火焰祭司,火焰祭司,화염 사제,Kapłan Ognia,Вогняний Жрець,Vuurpriester,Ateş Rahibi
L_CRIT_WATERPRIEST,,Water Priest,水の司祭,Wasserpriester,Prêtre de l'Eau,Sacerdote de Agua,Sacerdote da Água,Жрец Воды,Sacerdote dell'Acqua,水之祭司,水祭司,물의 사제,Kapłan Wody,Жрець Води,Waterpriester,Su Rahibi
L_CRIT_FORESTPRIEST,,Forest Priest,森の司祭,Waldpriester,Prêtre de la Forêt,Sacerdote del Bosque,Sacerdote da Floresta,Лесной Жрец,Sacerdote della Foresta,森林祭司,森林祭司,숲의 사제,Kapłan Lasu,Лісовий Жрець,Woudpriester,Orman Rahibi
L_CRIT_MOUNTAINPRIEST,,Mountain Priest,山の僧侶,Bergpriester,Prêtre des Montagnes,Sacerdote de la Montaña,Sacerdote da Montanha,Горный Жрец,Sacerdote della Montagna,山岳祭司,山岳祭司,산악 사제,Kapłan Gór,Гірський Жрець,Bergpriester,Dağ Rahibi
L_CRIT_WARPRIEST,,War Priest,戦僧,Kriegspriester,Prêtre de guerre,Sacerdote de Guerra,Sacerdote de Guerra,Боевой Жрец,Sacerdote di Guerra,戰爭祭司,战争牧师,전쟁 사제,Kapłan Wojny,Жрець Війни,Oorlogspriester,Savaş Rahibi
L_CRIT_DESERTPRIEST,,Desert Priest,砂漠の司祭,Wüstenpriester,Prêtre du Désert,Sacerdote del Desierto,Sacerdote do Deserto,Пустынный Жрец,Sacerdote del Deserto,沙漠祭司,沙漠祭司,사막 사제,Kapłan Pustyni,Пустельний Жрець,Woestijnpriester,Çöl Rahibi
L_CRIT_PRIESTOFLIGHT,,Priest of Light,光の司祭,Priester des Lichts,Prêtre de Lumière,Sacerdote de Luz,Sacerdote da Luz,Жрец Света,Sacerdote della Luce,光明祭司,光明祭司,빛의 사제,Kapłan Światła,Жрець Світла,Priester van het Licht,Işık Rahibi
L_CRIT_PRIESTOFRADIANCE,,Priest of Radiance,光輝の司祭,Priester der Strahlkraft,Prêtre de Radiance,Sacerdote de Resplandor,Sacerdote da Radiância,Жрец Сияния,Sacerdote della Radianza,光輝祭司,光辉祭司,광휘의 사제,Kapłan Blasku,Жрець Сяйва,Priester van Uitstraling,Işık Rahibi
L_CRIT_FORSAKENSWAMPDWELLER,,Forsaken Swampdweller,見捨てられた沼の住人,Verlassener Sumpfbewohner,Marécageux Abandonné,Morador del Pantano Abandonado,Habitante do Pântano Abandonado,Отверженный Болотный Житель,Abitante delle Paludi Abbandonato,被遺棄的沼澤居民,被遗弃的沼泽居民,버려진 늪지 거주자,Opuszczony Mieszkaniec Bagien,Забутий Болотний Житель,Verlaten Moerasbewoner,Terk Edilmiş Bataklık Sakini
L_CRIT_FORSAKENROTMONGERER,,Forsaken Rotmongerer,見捨てられた腐敗をもたらす者,Verlassener Fäulnisbringer,Pourrisseur Abandonné,Pudridero Abandonado,Putrefator Abandonado,Проклятый Гнилоносец,Putrescente Reietto,被遺棄的腐敗散播者,被遗弃的腐败者,버려진 부패조장자,Opuszczony Plugawiciel,Забутий Гнилотворець,Verlaten Rotverspreider,Terk Edilmiş Çürükgetiren
L_CRIT_FORSAKENSEACRAWLER,,Forsaken Seacrawler,見捨てられた海這い,Verlassener Seekriechling,Rampant des Mers Abandonné,Reptador Marino Abandonado,Rastejante Marítimo Abandonado,Проклятый Морской Ползун,Strisciante Marino Abbandonato,遺棄的海爬者,被遗弃的海爬虫,버려진 바다 기어다니는 자,Opuszczony Morski Pełzacz,Забутий Морський Повзун,Verlaten Zeekruiper,Terk Edilmiş Denizgezgini
L_CRIT_FORSAKENBONESCRAPER,,Forsaken Bonescraper,見捨てられた骨塔,Verlassener Knochenschaber,Tour d'Os Abandonnée,Torre de Huesos Abandonada,Torre de Ossos Abandonada,Забытый Костерез,Torre d'Ossa Abbandonata,遺棄骨塔,遗弃骨塔,버려진 뼈탑,Opuszczony Kościotrzask,Забута Кісткова Вежа,Verlaten Bottentoren,Terk Edilmiş Kemik Kulesi
L_CRIT_FORSAKENSCOURGEWALKER,,Forsaken Scourgewalker,見捨てられた災厄歩行者,Verlassener Geißelwandler,Fléau Abandonné,Azotador Olvidado de la Plaga,Flagelo Abandonado,Проклятый Плетеход,Flagello Rinnegato,被遺棄的災疫行者,被遗弃的瘟疫行者,버림받은 재앙방랑자,Opuszczony Plugawiciel,Проклятий Чумоходець,Verlaten Plaagwandelaar,Terk Edilmiş Kırgıngetiren
L_CRIT_FORSAKENSPINEWHIPPER,,Forsaken Spinewhipper,見捨てられた棘鞭使い,Verlassener Rückenpeitschender,Fouetteur d'Échine Abandonné,Látigo Espinal Abandonado,Açoitador de Espinhos Abandonado,Проклятый Хлестоспин,Flagellaspine Abbandonato,遺棄脊鞭者,被遗弃的脊鞭者,버려진 가시채찍,Opuszczony Kręgobijca,Покинутий Хребтобич,Verlaten Rugzweep,Terk Edilmiş Omurgakırbacı
L_CRIT_SANDSTONEIMLER,,Sandstone Imler,サンドストーン・イムラー,Sandstein-Imler,Imler de Grès,Imler de Arenisca,Imler de Arenito,Песчаниковый Имлер,Imler di Arenaria,砂岩伊姆勒,砂岩伊姆勒,사암 임러,Piaskowcowy Imler,Піщаник Імлер,Zandsteen Imler,Kumtaşı Imler
L_CRIT_REDSTONEIMLER,,Redstone Imler,レッドストーン・イムラー,Redstone Imler,Redstone Imler,Redstone Imler,Redstone Imler,Редстоун Имлер,Redstone Imler,紅石伊姆勒,红石·伊姆勒,레드스톤 임러,Redstone Imler,Редстоун Імлер,Redstone Imler,Kızıltaş Imler
L_CRIT_BOULDERIMLER,,Boulder Imler,ボルダー・イムラー,Boulder Imler,Boulder Imler,Peñasco Imler,Pedregulho Imler,Валун Имлер,Boulder Imler,巨石伊姆勒,博尔德·伊姆勒,볼더 임러,Głaz Imler,Валун Імлер,Boulder Imler,Kaya İmler
L_CRIT_IRONIMLER,,Iron Imler,アイアン・イムラー,Eisen-Imler,Iron Imler,Hierro Imler,Ferro Imler,Железный Имлер,Ferro Imler,鐵鋼·伊姆勒,铁人伊姆勒,아이언 임러,Żelazny Imler,Залізний Імлер,IJzeren Imler,Demir Imler
L_CRIT_SILVERIMLER,,Silver Imler,シルバー・イムラー,Silberner Imler,Silver Imler,Silver Imler,Prata Imler,Сильвер Имлер,Silver Imler,銀色伊姆勒,银色伊姆勒,실버 임러,Silver Imler,Срібний Імлер,Zilver Imler,Silver Imler
L_CRIT_MITHRILIMLER,,Mithril Imler,ミスリルイムラー,Mithril Imler,Mithril Imler,Mithril Imler,Mithril Imler,Мифрил Имлер,Mithril Imler,秘銀伊姆勒,秘银伊姆勒,미스릴 임러,Mithril Imler,Мітрил Імлер,Mithril Imler,Mithril İğneler
L_CRIT_VARVEIMLING,,Varve Imling,ヴァーヴ・イムリング,Varve Imling,Varve Imling,Varve Imling,Varve Imling,Варв Имлинг,Varve Imling,瓦爾夫·伊姆林,瓦尔夫·伊姆林,바브 임링,Varve Imling,Варве Імлінг,Varve Imling,Varve Imling
L_CRIT_LEDAIMLING,,Leda Imling,レダ・イムリング,Leda Imling,Leda Imling,Leda Imling,Leda Imling,Леда Имлинг,Leda Imling,萊達·伊姆林,莱达·伊姆林,레다 임링,Leda Imling,Леда Імлінг,Leda Imling,Leda Imling
